ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
hsa04530	Tight junction	17/294	169/8112	1.2696304443393733e-4	0.023089440305461922	0.0215484738607675	60/776/71/57826/23327/64398/153562/9693/4214/912/51421/150084/10096/54566/50848/5571/10627	17
hsa04010	MAPK signaling pathway	24/294	294/8112	1.5869031137774516e-4	0.023089440305461922	0.0215484738607675	3480/57551/2005/5530/776/2317/285/4893/1399/5321/9693/7042/4214/5921/782/4215/7048/5922/2321/80310/9448/1942/1944/1432	24
hsa04068	FoxO signaling pathway	13/294	131/8112	8.930531085559908e-4	0.08662615152993111	0.08084480772191073	3480/23710/4088/11345/4893/3667/7042/2308/9455/7048/5571/1432/4193	13
hsa04360	Axon guidance	15/294	182/8112	0.002465116019942576	0.14453009998259314	0.1348843038361694	57522/57556/10371/23380/5530/4893/85464/59277/817/5921/57144/1942/1073/1944/10627	15
hsa04724	Glutamatergic synapse	11/294	114/8112	0.0027348735848616076	0.14453009998259314	0.1348843038361694	5530/54407/776/6506/5321/2897/1742/2898/9229/9455/2890	11
hsa05205	Proteoglycans in cancer	16/294	205/8112	0.0031070846484924277	0.14453009998259314	0.1348843038361694	3480/60/2317/71/4893/27250/51196/5829/7042/817/8323/8324/6198/29102/1432/4193	16
hsa04015	Rap1 signaling pathway	16/294	210/8112	0.003941270963956424	0.14453009998259314	0.1348843038361694	3480/60/83660/71/285/4893/51196/1399/23683/9693/9863/2321/80310/1942/1944/1432	16
hsa05202	Transcriptional misregulation in cancer	15/294	192/8112	0.004104963627418012	0.14453009998259314	0.1348843038361694	3480/2005/5090/2313/2078/3087/466/2521/5218/2308/7849/4613/7048/2321/4193	15
hsa04014	Ras signaling pathway	17/294	232/8112	0.004470003092245148	0.14453009998259314	0.1348843038361694	3480/8036/285/4893/51196/382/5321/9610/5921/57144/23179/5922/2321/80310/1942/1944/5878	17
hsa05410	Hypertrophic cardiomyopathy	9/294	90/8112	0.005141339185705842	0.14961297030404003	0.1396279484118008	60/776/71/3696/7042/7170/7171/782/5571	9
hsa04213	Longevity regulating pathway - multiple species	7/294	62/8112	0.006820436029011822	0.18043153494931272	0.16838971248660767	3480/4893/3667/1979/2308/6198/5571	7
hsa04925	Aldosterone synthesis and secretion	9/294	98/8112	0.008916808535187509	0.2162326069782971	0.20180145632266466	23439/776/23683/817/57118/466/9586/4929/747	9
hsa04218	Cellular senescence	12/294	156/8112	0.01100323104721081	0.2398732342627585	0.22386433148776158	5530/4088/776/4893/83447/7042/90550/2308/5054/7048/1432/4193	12
hsa04390	Hippo signaling pathway	12/294	157/8112	0.011540293057314842	0.2398732342627585	0.22386433148776158	60/4088/71/64398/1742/7042/8323/8324/5054/7048/10971/92597	12
hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	8/294	89/8112	0.015059536170385253	0.2830060395184313	0.2641184959151936	5530/4893/3460/114609/4215/6198/27436/1432	8
hsa04216	Ferroptosis	5/294	41/8112	0.015560469526786599	0.2830060395184313	0.2641184959151936	5094/64116/7037/2182/10162	5
