ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0007409,axonogenesis,245/5901,493/18112,1.1434717036707827e-15,7.536621998894128e-12,5.216638277588602e-12,307251/85272/304286/54278/360272/65172/314423/93667/361764/25183/83721/25367/25595/317268/60589/116690/25431/302965/114514/311384/363062/306147/299236/315217/85471/315196/303311/301346/25751/29227/29477/501099/192183/289201/266777/287989/314641/60630/81822/308690/65196/314904/29588/65047/64665/252833/304913/313155/303901/296467/25416/29409/24855/171572/25012/24660/64444/64312/84394/140908/84407/295401/289229/24205/83572/315615/29457/307403/171287/362750/291709/290562/296789/360635/64622/114850/84609/117242/305571/303206/29254/691317/311144/305679/100910729/192362/361324/363067/266729/309376/299996/25398/170915/25531/54239/29431/89816/361517/25275/60328/680427/25529/171086/311024/65178/497815/25622/24882/362733/25152/116658/305719/140588/50557/361096/81735/309349/497078/311236/29751/81732/29456/307833/307940/25473/65050/499497/360921/297480/25546/84009/296787/298528/83466/302863/293042/24716/295382/366889/297357/24408/29202/366205/58853/171355/24338/305589/499073/316539/24370/24718/293667/360715/286994/54226/302473/25614/306534/310960/501069/24224/25509/24326/24225/25298/303823/117258/29616/81737/24596/114500/292732/114090/25495/311071/290447/84358/310192/29423/50677/690853/25496/690516/58946/362398/312279/313633/362700/24511/300231/361833/311860/114208/114589/366492/312652/360858/114523/308739/25592/50554/290467/116671/303181/299331/307350/363142/312275/29216/64572/25054/360546/289392/83501/140933/89828/170851/305497/84422/363875/140585/310641/50687/171119/170671/24324/296558/362572/84005/29465/361244/365748/310630/309280/363235/83527/306790/64301/299799/170845/304729/140590/500048/295475/25273,245
GO:0090287,regulation of cellular response to growth factor stimulus,162/5901,297/18112,3.217887087013843e-15,8.281524889815462e-12,5.732239157457172e-12,307251/362930/58812/360272/502727/338475/498528/25236/364786/85471/29417/117107/25751/64558/680066/307376/365216/314694/29560/307618/287155/316312/83476/680717/294754/117279/304334/266803/79225/301291/54281/690899/296952/291610/24914/289754/296072/300455/25705/296179/679028/25317/84574/363455/252835/361324/310681/84402/170915/367218/305539/60391/114031/114111/308478/309377/361341/362165/361954/84353/309179/363294/100366024/25483/360959/81735/65164/679869/83837/498576/83841/25639/301285/83727/689008/302863/81710/366889/84426/81745/309757/292658/304791/24881/298744/50594/363425/308870/501231/498764/500485/360606/24401/294809/64535/313757/24596/298696/79128/25495/25296/311071/170842/192126/29300/58868/292401/367100/315748/306471/24373/305922/79210/81516/311676/25496/84046/100363275/690516/290744/58946/24628/311860/84471/24842/114208/25664/311827/29492/300813/306141/362738/308739/50554/89811/94188/24666/29216/65261/59107/80722/25404/289264/84405/29577/24697/246297/500311/300673/502694/365894/497811/361807/303185/360406/367455/84010/311642/140590/308061/116499/102553587,162
GO:0001667,ameboidal-type cell migration,229/5901,458/18112,4.2272926749709064e-15,8.281524889815462e-12,5.732239157457172e-12,85272/362930/24483/24356/360272/24790/300289/361764/305471/50672/24392/25682/81531/64204/25236/114514/114110/311384/366669/85471/366508/293649/301346/207122/298594/680066/501099/306873/24957/29560/294503/81722/307618/64468/140581/362171/171357/312781/301363/29681/303901/24451/29279/25159/24855/64373/24660/24185/64444/64202/361568/308766/25112/81526/29348/361632/300721/56718/117273/83805/24874/314148/83572/89805/296072/50646/300455/296179/290562/25537/171356/114098/296789/316521/24482/361069/114850/63995/84609/81823/25317/311144/24771/691426/361324/24918/29431/305987/171374/114111/315713/360820/365037/361341/25227/360468/117033/170582/114502/84580/25622/679819/365865/282844/29180/50557/79121/300339/307449/29751/25694/245921/81732/192248/24404/85489/296201/499497/192270/297480/298947/296787/689008/25414/293042/24716/290537/81745/309757/292658/303604/362317/171369/60427/114215/362860/24471/305552/287931/25560/498764/500485/360606/25614/29527/79558/64535/25509/24326/113984/25240/29616/114500/29361/301509/362842/25296/311071/192126/292401/64030/100361376/64637/79210/24516/25496/100363275/58946/312566/24791/301737/299284/293614/24628/361920/25433/24511/306260/311860/84050/317181/64185/24807/83722/29316/25664/366492/311332/312652/24592/25426/65157/363142/295234/501841/29386/313587/83501/494345/494343/89807/360737/294400/303200/84582/363875/500464/64303/170520/308336/89804/25738/24324/361112/310630/306790/25401/292804/140590/308061/84477/29659/25313/312670/25273/361167/362578/116499/117183,229
GO:0099504,synaptic vesicle cycle,138/5901,243/18112,5.0259595750662795e-15,8.281524889815462e-12,5.732239157457172e-12,65153/29144/64440/83721/81531/83709/29219/116470/81820/171337/84360/25751/113893/25075/116638/296083/81803/364033/24803/25369/314641/81022/171131/81822/295217/294318/25505/361342/100361138/60568/117028/25012/81721/140908/116728/25139/25590/114115/25549/289797/116508/114850/113970/24675/25101/362235/29704/116657/29491/25731/361651/25398/64832/25521/25531/54239/84590/25130/89816/60391/117096/24473/24316/65178/58942/84353/84573/24242/24244/50663/306055/287110/25248/60564/50557/60590/79121/499903/315840/83589/56768/298771/24948/54241/64830/29392/171574/29597/313409/287876/29693/313934/305309/257648/25400/499073/266976/65025/83834/303183/25085/309129/252857/65198/362876/81672/60422/29138/24805/25096/362842/140591/83612/24311/301563/295347/60565/266806/65171/65032/191595/29316/25716/117559/116600/116671/83501/312166/64630/24417/81717/311913/24681/116743/29716/688705/24888/116691,138
GO:0099003,vesicle-mediated transport in synapse,148/5901,271/18112,4.402097936742142e-14,4.643207387758978e-11,3.213897870069618e-11,65153/29144/64440/83721/84591/81531/83709/25479/29219/116470/81820/171337/84360/25751/113893/25075/116638/296083/81803/364033/24803/25369/314641/81022/171131/81822/295217/294318/25505/361342/100361138/60568/117028/25012/81721/140908/25272/116728/25139/25590/114115/25549/29748/289797/116508/114850/113970/24675/25101/362235/29704/116657/29491/25731/361651/25398/64832/25247/25521/25531/54239/84590/25130/89816/171571/60391/117096/24473/24316/309532/65178/58942/84353/84573/24242/24244/50663/306055/287110/25248/60564/50557/60590/79121/499903/315840/83589/56768/298771/24948/54241/64830/29392/171574/29597/313409/287876/29693/313934/305309/257648/25400/499073/266976/65025/54323/83834/303183/25085/309129/252857/65198/362876/81672/60422/29138/24805/25096/362842/140591/84016/83612/24311/301563/295347/60565/171026/266806/65171/65032/191595/29316/25716/117559/116600/116671/83501/312166/64630/24417/81717/311913/24681/116743/29716/688705/24888/116691,148
GO:0034329,cell junction assembly,223/5901,452/18112,5.937482607999064e-14,4.643207387758978e-11,3.213897870069618e-11,353230/84403/266734/315546/83721/116479/294380/171393/24392/64353/363058/64204/309659/116690/25479/688721/313156/29182/114514/29219/300920/306147/299236/315217/171337/287099/117523/207122/298594/29477/501099/84351/192183/116595/297514/499443/266777/287989/29755/81707/81822/307618/140581/287986/311163/65047/680717/361921/366474/64665/24936/301363/100363276/170641/310533/25466/25012/24660/65096/66026/300519/140908/84407/117273/83805/307582/192129/363948/50646/66013/171287/291709/685472/25537/29181/64622/361069/498003/116508/114850/691149/113970/65129/362235/85265/24771/305679/304124/25398/286928/54239/685611/25554/171093/60391/313494/360820/117096/299979/50555/25529/29645/24316/84588/84353/25622/365865/306055/498922/116490/60351/24397/50557/79121/302328/59312/170910/301289/309349/315840/81732/29456/25513/56768/83841/307505/499497/25342/171574/24408/84426/81745/366205/24338/500280/499668/287876/24952/641521/305332/24494/685789/315509/54226/81514/305552/302473/287931/114634/25614/299138/24224/24225/306439/291388/29138/287098/498515/301509/171447/298487/58868/60445/315346/29423/50677/499947/81516/84685/295347/289992/301737/117036/24628/313633/54308/24511/303798/311860/84050/83518/317181/50563/114589/26955/171296/689710/366492/362279/24922/312652/114523/25592/290467/304514/303181/501841/306183/29386/501083/25054/65261/83501/25252/25404/29162/84582/301309/363875/64845/171119/89804/29163/24171/303185/310630/58834/83527/306790/29705/432361/29709/301887,223
GO:0007611,learning or memory,179/5901,345/18112,6.10249550984988e-14,4.643207387758978e-11,3.213897870069618e-11,84686/24483/54278/25051/25446/266734/64440/29424/102550344/65272/83709/315606/364786/685474/363071/116638/29477/140447/114705/65027/289820/311450/501099/116595/289201/29335/24410/313558/360904/29560/81722/294318/79212/24654/296467/60568/29691/25012/307206/140908/25049/56718/64457/83805/25139/83572/29707/300772/50592/360616/29256/64622/361367/24482/171115/116508/25699/24448/60324/84550/170915/25521/286928/54239/29431/314322/89816/171093/60391/25149/361585/140448/680427/24316/81661/309532/140610/24525/25152/25679/311443/29411/25248/59326/81648/50557/64033/59312/680647/499497/24766/25342/84009/29619/24408/64865/307916/25742/499073/24494/54276/24718/54323/113911/54226/81517/192256/25195/25085/29737/360606/29527/25509/24225/25298/25675/304883/81672/24329/81737/114090/25495/171373/83840/301164/308435/60445/64030/315346/364634/287005/24516/293614/361309/313633/24511/311055/311860/65032/81751/24807/83722/310392/170899/24418/24922/288475/24592/25553/296078/83532/54234/29386/25054/24693/29410/25550/140568/301309/58814/287476/24417/85268/66028/366274/282838/24681/24925/25050/60582/679906/29716/292804/688705/364674/445271/64443/360645/311191,179
GO:0060562,epithelial tube morphogenesis,200/5901,396/18112,6.708697413672061e-14,4.643207387758978e-11,3.213897870069618e-11,362736/85272/360272/499745/24650/83721/305348/24392/306657/79428/316013/311622/290905/25236/315217/84584/85471/366508/25267/293649/301346/25640/679713/501099/305999/84469/29560/81707/294503/362051/252833/300754/312781/25497/24390/361700/497991/94203/24855/266803/79225/64373/361828/308766/305230/289229/117273/83805/679693/305505/367242/171287/29748/171458/361472/25537/171356/679028/296789/360635/24482/25317/24771/287715/84402/29431/116466/25690/311508/362918/361517/309377/315713/360820/299979/24247/114502/306664/84580/84353/498328/310315/361769/24525/500308/25483/316742/140588/361096/59312/65165/502935/64512/85489/296201/499497/297480/24413/298894/361400/24668/24716/364666/84426/308582/25154/303634/294276/24881/685072/316539/25678/24705/500409/314785/25099/286994/81517/64044/299802/114634/59112/294809/25026/79558/299138/313757/24224/24326/307740/114487/25406/304883/114500/311331/25495/25296/311071/58868/60445/64637/364634/83629/25496/84046/498819/503000/353305/305012/58946/299284/24695/311860/81757/83518/78965/78963/29492/366492/311332/306141/312652/290669/114523/308739/171116/50554/365352/353252/686412/303181/691246/29216/494343/25252/366542/300128/360737/305497/29577/64303/25249/287612/362657/298878/58834/84010/25401/363544/499593/304947/362265/312651/304729/25313/155437/25273/689560/292912/361419,200
GO:0010563,negative regulation of phosphorus metabolic process,226/5901,460/18112,7.044769212196901e-14,4.643207387758978e-11,3.213897870069618e-11,84686/85272/680616/499941/360272/24708/83721/292887/308703/364206/25367/78969/24602/83516/64204/83709/29219/116723/29417/297682/360593/362102/293649/688041/29477/114705/170917/360993/25369/84351/365216/116502/316369/313729/81722/29542/64468/362513/362171/287986/116477/312781/300980/100361138/313155/29148/497198/29753/24855/360555/311437/29644/54348/681059/24185/299626/303885/684158/310695/25112/25049/56718/81666/362778/291610/289754/24205/301119/116504/296072/500985/25537/360616/24954/24482/361069/498003/63995/81823/315833/360797/85265/369016/171136/24817/84402/25125/25521/305539/114509/25690/360584/24484/94172/308478/309377/140448/117186/29645/314623/24316/114906/316131/56011/56029/81816/64519/140607/690898/500616/363159/363193/307169/25528/50557/64152/315348/100912563/65165/59314/85489/25639/192270/114851/295062/26295/29135/117063/287873/25744/305472/81745/309757/295922/293410/65271/24494/305454/60334/64031/25099/58950/266759/24471/25195/287931/170538/315447/64371/65179/25509/113984/25675/81737/25495/25296/192126/301164/114124/367100/315858/140942/50677/306471/287005/305922/81516/25725/24516/311676/361015/60336/24628/312279/313633/29152/311860/304799/81751/24842/297486/54299/683722/25664/171366/689710/116562/306141/171088/314979/24592/116457/313977/314843/501841/498008/308909/313587/89807/25404/363249/246273/84583/24697/294207/497918/246297/25735/497811/24699/303903/303185/363286/315191/306790/25136/116743/259226/171125/361167/25591/294520/292912/25238/362856/171078,226
GO:0045936,negative regulation of phosphate metabolic process,226/5901,460/18112,7.044769212196901e-14,4.643207387758978e-11,3.213897870069618e-11,84686/85272/680616/499941/360272/24708/83721/292887/308703/364206/25367/78969/24602/83516/64204/83709/29219/116723/29417/297682/360593/362102/293649/688041/29477/114705/170917/360993/25369/84351/365216/116502/316369/313729/81722/29542/64468/362513/362171/287986/116477/312781/300980/100361138/313155/29148/497198/29753/24855/360555/311437/29644/54348/681059/24185/299626/303885/684158/310695/25112/25049/56718/81666/362778/291610/289754/24205/301119/116504/296072/500985/25537/360616/24954/24482/361069/498003/63995/81823/315833/360797/85265/369016/171136/24817/84402/25125/25521/305539/114509/25690/360584/24484/94172/308478/309377/140448/117186/29645/314623/24316/114906/316131/56011/56029/81816/64519/140607/690898/500616/363159/363193/307169/25528/50557/64152/315348/100912563/65165/59314/85489/25639/192270/114851/295062/26295/29135/117063/287873/25744/305472/81745/309757/295922/293410/65271/24494/305454/60334/64031/25099/58950/266759/24471/25195/287931/170538/315447/64371/65179/25509/113984/25675/81737/25495/25296/192126/301164/114124/367100/315858/140942/50677/306471/287005/305922/81516/25725/24516/311676/361015/60336/24628/312279/313633/29152/311860/304799/81751/24842/297486/54299/683722/25664/171366/689710/116562/306141/171088/314979/24592/116457/313977/314843/501841/498008/308909/313587/89807/25404/363249/246273/84583/24697/294207/497918/246297/25735/497811/24699/303903/303185/363286/315191/306790/25136/116743/259226/171125/361167/25591/294520/292912/25238/362856/171078,226
